link,gender,height,weight,firstAppearance,firstAppearanceDate,yearFirstAppeared,heightInInches,weightInPounds,name,universe,publisher,weightCategory,appearanceRaw,appearances,minorAppearances,picLink,superName,fullName,nickName
http://marvel.wikia.com/wiki/Peter_Wisdom_(Earth-616),Male,"5' 9""",158 lbs (72 kg),"Excalibur  #86(February, 1995)","February, 1995",1995,69,158,Peter Wisdom,Earth-616,Marvel,normal,"[' 138 Appearances of Peter Wisdom (Earth-616)\n', ' 2 Minor Appearances of Peter Wisdom (Earth-616)\n']",138,2,https://vignette.wikia.nocookie.net/marveldatabase/images/3/39/Peter_Wisdom_%28Earth-616%29_from_X-Men_Legacy_Vol_2_13_001.jpg/revision/latest?cb=20170226201857,Pete Wisdom,Peter Paul Wisdom,
http://marvel.wikia.com/wiki/Rama_Kaliph_(Earth-616),Male,"5' 11""",158 lbs (72 kg),"Strange Tales  #136(September, 1965)","September, 1965",1965,71,158,Rama Kaliph,Earth-616,Marvel,normal,"[' 11 Appearances of Rama Kaliph (Earth-616)\n', '  Minor Appearances of Rama Kaliph (Earth-616)\n']",11,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/ed/Rama_Kaliph_%28Earth-616%29.png/revision/latest?cb=20130422232712,Rama Kaliph,Rama Kaliph,
http://marvel.wikia.com/wiki/Sheoke_Sanada_(Earth-616),Female,"6' 0""",158 lbs (72 kg),"Marvel Fanfare  #12(January, 1984)","January, 1984",1984,72,158,Sheoke Sanada,Earth-616,Marvel,normal,"[' 24 Appearances of Sheoke Sanada (Earth-616)\n', ' 1 Minor Appearances of Sheoke Sanada (Earth-616)\n']",24,1,https://vignette.wikia.nocookie.net/marveldatabase/images/3/3c/Moon_Knight_Vol_6_7_Textless.jpg/revision/latest?cb=20110926190450,Snapdragon,Sheoke Sanada,
http://marvel.wikia.com/wiki/Zodiac_(Dark_Reign)_(Earth-616),Male,"5' 9""",158 lbs (72 kg),"Dark Reign: Zodiac  #1(August, 2009)","August, 2009",2009,69,158,Zodiac (Dark Reign),Earth-616,Marvel,normal,"[' 8 Appearances of Zodiac (Dark Reign) (Earth-616)\n', '  Minor Appearances of Zodiac (Dark Reign) (Earth-616)\n']",8,0,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d4/Dark_Reign_Zodiac_Vol_1_1_Textless.jpg/revision/latest?cb=20160102235816,Zodiac,Unknown,
http://marvel.wikia.com/wiki/Moses_Magnum_(Earth-616),Male,"5' 9""",159 lbs (72 kg),"Giant-Size Spider-Man  #4(April, 1975)","April, 1975",1975,69,159,Moses Magnum,Earth-616,Marvel,normal,"[' 32 Appearances of Moses Magnum (Earth-616)\n', ' 1 Minor Appearances of Moses Magnum (Earth-616)\n']",32,1,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c5/Moses_Magnum_%28Earth-616%29_from_Storm_Vol_3_4_001.jpg/revision/latest?cb=20180218083826,Moses Magnum,Moses Magnum,
http://marvel.wikia.com/wiki/Sarah_Ryall_(Earth-616),Female,"6' 1""",159 lbs (72 kg),"Avengers  #357(December, 1992) (as Screener)Uncanny X-Men  #300(May, 1993)(as Scanner)","May, 1993",1993,73,159,Sarah Ryall,Earth-616,Marvel,normal,"[' 39 Appearances of Sarah Ryall (Earth-616)\n', ' 2 Minor Appearances of Sarah Ryall (Earth-616)\n']",39,2,https://vignette.wikia.nocookie.net/marveldatabase/images/3/34/Sarah_Ryall_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_367.png/revision/latest?cb=20130629203540,Scanner,Sarah Ryall,
http://marvel.wikia.com/wiki/Theodore_Scott_(Earth-616),Male,"5' 7""",159 lbs (72 kg),"Civil War Files  #1(September, 2006)","September, 2006",2006,67,159,Theodore Scott,Earth-616,Marvel,over,"[' 16 Appearances of Theodore Scott (Earth-616)\n', '  Minor Appearances of Theodore Scott (Earth-616)\n']",16,0,https://vignette.wikia.nocookie.net/marveldatabase/images/5/51/Theodore_Scott_%28Earth-616%29_from_Battle_Scars_Vol_1_4.JPG/revision/latest?cb=20120429204923,Death Adder,Theodore Scott,
http://marvel.wikia.com/wiki/Toussaint_Murrow_(Earth-616),Male,"5' 10""",159 lbs (72 kg),"Punisher: Die Hard in the Big Easy  #1(July, 1992)","July, 1992",1992,70,159,Toussaint Murrow,Earth-616,Marvel,normal,"[' 2 Appearances of Toussaint Murrow (Earth-616)\n', '  Minor Appearances of Toussaint Murrow (Earth-616)\n']",2,0,https://vignette.wikia.nocookie.net/marveldatabase/images/f/fc/Toussaint_Murrow_%28Earth-616%29_from_Punisher_Die_Hard_in_the_Big_Easy_Vol_1_1_0001.jpg/revision/latest?cb=20160827153125,Mortician,Toussaint Murrow,
http://marvel.wikia.com/wiki/Wanda_Wilson_(Earth-3010),Female,"6' 0""",159 lbs (72 kg),"Deadpool: Merc with a Mouth  #7(March, 2010)","March, 2010",2010,72,159,Wanda Wilson,Earth-3010,Marvel,normal,"[' 22 Appearances of Wanda Wilson (Earth-3010)\n', ' 1 Minor Appearances of Wanda Wilson (Earth-3010)\n']",22,1,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2e/Deadpool_Merc_with_a_Mouth_Vol_1_7_Variant_2nd_Print_Textless.jpg/revision/latest?cb=20110926050952,Lady Deadpool,Wanda Wilson,
http://marvel.wikia.com/wiki/Willie_Walkaway_(Earth-616),Male,"5' 8""",159 lbs (72 kg),"Force Works  #9(March, 1995)","March, 1995",1995,68,159,Willie Walkaway,Earth-616,Marvel,normal,"[' 3 Appearances of Willie Walkaway (Earth-616)\n', '  Minor Appearances of Willie Walkaway (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/8/84/Willie_Walkaway_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1_0001.png/revision/latest?cb=20140328162702,Dreamguard,Willie Walkaway,
http://marvel.wikia.com/wiki/Abraham_Erskine_(Earth-616),Male,"5' 6""",160 lbs (73 kg),"Captain America Comics  #1(March, 1941)","March, 1941",1941,66,160,Abraham Erskine,Earth-616,Marvel,over,"[' 47 Appearances of Abraham Erskine (Earth-616)\n', ' 12 Minor Appearances of Abraham Erskine (Earth-616)\n']",47,12,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9e/Abraham_Erskine_%28Earth-616%29_from_Captain_America_Comics_Vol_1_1_0002.jpg/revision/latest?cb=20101231180752,Dr. Joseph Reinstein,Abraham Erskine,
http://marvel.wikia.com/wiki/Abraham_Zimmer_(Earth-616),Male,"5' 8""",160 lbs (73 kg),"Iron Man  #219(June, 1987)","June, 1987",1987,68,160,Abraham Zimmer,Earth-616,Marvel,normal,"[' 43 Appearances of Abraham Zimmer (Earth-616)\n', ' 2 Minor Appearances of Abraham Zimmer (Earth-616)\n']",43,2,https://vignette.wikia.nocookie.net/marveldatabase/images/1/15/Abraham_Zimmer_%28Earth-616%29_from_All-New_Iron_Manual_Vol_1_1_001.jpg/revision/latest?cb=20160605195026,Abe Zimmer,Abraham Paul Zimmer,
http://marvel.wikia.com/wiki/Adrian_Corbo_(Earth-616),Male,"5' 8""",160 lbs (73 kg),"Alpha Flight Vol 2  #-1(July, 1997)","July, 1997",1997,68,160,Adrian Corbo,Earth-616,Marvel,normal,"[' 26 Appearances of Adrian Corbo (Earth-616)\n', '  Minor Appearances of Adrian Corbo (Earth-616)\n']",26,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/25/Adrian_Corbo_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Vol_1_4.png/revision/latest?cb=20140927152447,Flex,Adrian Corbo,
http://marvel.wikia.com/wiki/Alden_Maas_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Fantastic Four  #263(February, 1984)","February, 1984",1984,70,160,Alden Maas,Earth-616,Marvel,normal,"[' 3 Appearances of Alden Maas (Earth-616)\n', '  Minor Appearances of Alden Maas (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/a/a7/Alden_Maas_%28Earth-616%29_from_Fantastic_Four_Vol_1_264.jpg/revision/latest?cb=20151024210642,Messiah,Alden Maas,
http://marvel.wikia.com/wiki/Andreas_von_Strucker_(Earth-1610),Male,"5' 11""",160 lbs (73 kg),"Ultimate X-Men  #51(November, 2004)","November, 2004",2004,71,160,Andreas von Strucker,Earth-1610,Marvel,normal,"[' 7 Appearances of Andreas von Strucker (Earth-1610)\n', '  Minor Appearances of Andreas von Strucker (Earth-1610)\n']",7,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/7a/Andreas_von_Strucker_%28Earth-1610%29_from_Ultimate_X-Men_Vol_1_84_0001.jpg/revision/latest?cb=20180417165943,Andreas von Strucker,Andreas von Strucker,
http://marvel.wikia.com/wiki/Araki_(Earth-616),Male,"6' 1""",160 lbs (73 kg),"X-Men  #109(February, 1978)","February, 1978",1978,73,160,Araki,Earth-616,Marvel,normal,"[' 45 Appearances of Araki (Earth-616)\n', '  Minor Appearances of Araki (Earth-616)\n']",45,0,https://vignette.wikia.nocookie.net/marveldatabase/images/c/cc/Araki_%28Earth-616%29_from_X-Men_Vol_1_137_0001.jpg/revision/latest?cb=20170505175303,Minister Araki,Araki,
http://marvel.wikia.com/wiki/Artemus_Pithins_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Iron Man  #124(July, 1979)","July, 1979",1979,70,160,Artemus Pithins,Earth-616,Marvel,normal,"[' 13 Appearances of Artemus Pithins (Earth-616)\n', '  Minor Appearances of Artemus Pithins (Earth-616)\n']",13,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/91/Artemus_Pithins_%28Earth-616%29_from_Iron_Man_Vol_1_124_0001.jpg/revision/latest?cb=20120805143557,Artemus Pithins,Artemus Pithins,
http://marvel.wikia.com/wiki/Arthur_Dearborn_(Earth-616),Male,"6' 2"" (6'8"" as Sunturion)",160 lbs (73 kg),"Iron Man  #143(February, 1981)","February, 1981",1981,74,160,Arthur Dearborn,Earth-616,Marvel,normal,"[' 14 Appearances of Arthur Dearborn (Earth-616)\n', ' 2 Minor Appearances of Arthur Dearborn (Earth-616)\n']",14,2,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/Arthur_Dearborn_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_11_001.jpg/revision/latest?cb=20170429082428,Sunturion,Arthur Dearborn,
http://marvel.wikia.com/wiki/Azura_(Earth-616),Female,"5' 10""",160 lbs (73 kg),"Red Raven Comics  #1(August, 1940) (""Minerva"")Eternals  #5(November, 1976)(Thena)New Eternals: Apocalypse Now  #1(February, 2000)(Corona)","February, 2000",2000,70,160,Azura,Earth-616,Marvel,normal,"[' 106 Appearances of Azura (Earth-616)\n', ' 2 Minor Appearances of Azura (Earth-616)\n']",106,2,https://vignette.wikia.nocookie.net/marveldatabase/images/a/aa/Eternals_Vol_4_3_Textless.jpg/revision/latest?cb=20160902175701,Thena,Thena,Azura
http://marvel.wikia.com/wiki/Bram_Velsing_(Earth-616),Male,"5' 8""",160 lbs (73 kg),"Iron Man  #101(August, 1977)","August, 1977",1977,68,160,Bram Velsing,Earth-616,Marvel,normal,"[' 18 Appearances of Bram Velsing (Earth-616)\n', '  Minor Appearances of Bram Velsing (Earth-616)\n']",18,0,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b4/Bram_Velsing_%28Earth-616%29_Iron_Man_Legacy_Vol_1_3.jpg/revision/latest?cb=20150131105538,Dreadknight,Bram Velsing,
http://marvel.wikia.com/wiki/Cody_Fleischer_(Earth-616),Male,"5' 8"" (Fleischer); 6'2"" (as Cadaver)",160 lbs (73 kg) (Fleischer); 200 lbs (as Cadaver),"Secret Defenders  #16(June, 1994)","June, 1994",1994,68,160,Cody Fleischer,Earth-616,Marvel,normal,"[' 14 Appearances of Cody Fleischer (Earth-616)\n', '  Minor Appearances of Cody Fleischer (Earth-616)\n']",14,0,https://vignette.wikia.nocookie.net/marveldatabase/images/7/7c/Cody_Fleischer_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_0001.png/revision/latest?cb=20170408174531,Cadaver,Cody Fleischer,
http://marvel.wikia.com/wiki/Curtis_Doyle_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Marvel Team-Up Vol 3  #20(July, 2006)","July, 2006",2006,69,160,Curtis Doyle,Earth-616,Marvel,normal,"[' 8 Appearances of Curtis Doyle (Earth-616)\n', '  Minor Appearances of Curtis Doyle (Earth-616)\n']",8,0,https://vignette.wikia.nocookie.net/marveldatabase/images/a/ac/Marvel_Team-Up_Vol_3_24_Textless.jpg/revision/latest?cb=20170527074616,Freedom Ring,Curtis Doyle,
http://marvel.wikia.com/wiki/Daniel_Berkhart_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Amazing Spider-Man  #141(February, 1975) (as Mysterio)The Spectacular Spider-Man  #241(December, 1996)(as Jack O'Lantern)","December, 1996",1996,70,160,Daniel Berkhart,Earth-616,Marvel,normal,"[' 42 Appearances of Daniel Berkhart (Earth-616)\n', ' 6 Minor Appearances of Daniel Berkhart (Earth-616)\n']",42,6,https://vignette.wikia.nocookie.net/marveldatabase/images/2/2f/Daniel_Berkhart_%28Earth-616%29_from_Friendly_Neighborhood_Spider-Man_Vol_1_12_0001.jpg/revision/latest?cb=20180914031846,Mysterio,"Daniel ""Danny"" Berkhart",Danny Berkhart
http://marvel.wikia.com/wiki/Derrick_Beacon_(Earth-616),Male,"6' 0""",160 lbs (73 kg),"X-Men: Collector's Choice  #1(December, 1993)","December, 1993",1993,72,160,Derrick Beacon,Earth-616,Marvel,normal,"[' 2 Appearances of Derrick Beacon (Earth-616)\n', '  Minor Appearances of Derrick Beacon (Earth-616)\n']",2,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/22/Derrick_Beacon_%28Earth-616%29_from_X-Men_Creator%27s_Choice_Vol_1_2.png/revision/latest?cb=20131109172843,Beacon,Derrick Beacon,
http://marvel.wikia.com/wiki/Donald_Callahan_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Peter Parker: Spider-Man Vol 2  #16(April, 2000)","April, 2000",2000,69,160,Donald Callahan,Earth-616,Marvel,normal,"[' 34 Appearances of Donald Callahan (Earth-616)\n', ' 3 Minor Appearances of Donald Callahan (Earth-616)\n']",34,3,https://vignette.wikia.nocookie.net/marveldatabase/images/7/73/Squidcallahan3.jpg/revision/latest?cb=20101216064451,Squid,Donald Callahan,
http://marvel.wikia.com/wiki/Dorian_Murdstone_(Earth-616),Male,"5' 6""",160 lbs (73 kg),"Strange Tales  #109(June, 1963)","June, 1963",1963,66,160,Dorian Murdstone,Earth-616,Marvel,over,"[' 4 Appearances of Dorian Murdstone (Earth-616)\n', '  Minor Appearances of Dorian Murdstone (Earth-616)\n']",4,0,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/Dorian_Murdstone_%28Earth-616%29_from_Marvel_Legacy_The_1960s_Handbook_Vol_1_1_001.jpg/revision/latest?cb=20171230044954,Sorcerer,Dorian Murdstone,
http://marvel.wikia.com/wiki/Edward_Brecker_(Earth-616),Male,"5' 8""",160 lbs (73 kg),"Spider-Man and Wolverine  #4(November, 2003)","November, 2003",2003,68,160,Edward Brecker,Earth-616,Marvel,normal,"[' 3 Appearances of Edward Brecker (Earth-616)\n', '  Minor Appearances of Edward Brecker (Earth-616)\n']",3,0,https://vignette.wikia.nocookie.net/marveldatabase/images/c/c1/Edward_Brecker_%28Earth-616%29_from_Wolverine_Weapon_X_Files_Vol_1_1_001.jpg/revision/latest?cb=20160612001911,Edward Brecker,Edward Brecker,
http://marvel.wikia.com/wiki/Edwin_Jarvis_(Earth-616),Male,"5' 11""",160 lbs (73 kg),"Tales of Suspense  #59(November, 1964)","November, 1964",1964,71,160,Edwin Jarvis,Earth-616,Marvel,normal,"[' 627 Appearances of Edwin Jarvis (Earth-616)\n', ' 13 Minor Appearances of Edwin Jarvis (Earth-616)\n']",627,13,https://vignette.wikia.nocookie.net/marveldatabase/images/4/40/Edwin_Jarvis_%28Earth-616%29_from_All-New%2C_All-Different_Avengers_Vol_1_4_001.jpg/revision/latest?cb=20160128002855,Edwin Jarvis,Edwin Jarvis,
http://marvel.wikia.com/wiki/Eric_Masterson_(Earth-616),Male,"5' 10"" (6'6"" transformed)",160 lbs (73 kg) (640 lbs transformed),"Thor  #391(May, 1988) (First appearance)Thor  #408(October, 1989)(Merged with Thor)Thor  #432(May, 1991)(as Thor II)Thunderstrike  #1(June, 1993)(as Thunderstrike)","June, 1993",1993,70,160,Eric Masterson,Earth-616,Marvel,normal,"[' 214 Appearances of Eric Masterson (Earth-616)\n', ' 9 Minor Appearances of Eric Masterson (Earth-616)\n']",214,9,https://vignette.wikia.nocookie.net/marveldatabase/images/d/dd/Mighty_Thor_Vol_2_2_Marvel_%2792_Variant_Textless.jpg/revision/latest?cb=20150917021652,Thunderstrike,Eric Kevin Masterson,
http://marvel.wikia.com/wiki/Evan_Murayama_(Earth-93060),Male,"5' 10""",160 lbs (73 kg),"Freex  #10(April, 1994)","April, 1994",1994,70,160,Evan Murayama,Earth-93060,Marvel,normal,"[' 32 Appearances of Evan Murayama (Earth-93060)\n', '  Minor Appearances of Evan Murayama (Earth-93060)\n']",32,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/20/Evan_Murayama_%28Earth-93060%29.jpg/revision/latest?cb=20080721230027,Cayman,Evan Murayama,
http://marvel.wikia.com/wiki/Francisco_Milan_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Uncanny X-Men  #300(May, 1993)","May, 1993",1993,70,160,Francisco Milan,Earth-616,Marvel,normal,"[' 14 Appearances of Francisco Milan (Earth-616)\n', ' 1 Minor Appearances of Francisco Milan (Earth-616)\n']",14,1,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1e/Francisco_Milan_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_315.png/revision/latest?cb=20131115222053,Milan,Francisco Milan,
http://marvel.wikia.com/wiki/Gordon_Thomas_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Peter Parker: Spider-Man Vol 2  #23(November, 2000)","November, 2000",2000,69,160,Gordon Thomas,Earth-616,Marvel,normal,"[' 17 Appearances of Gordon Thomas (Earth-616)\n', ' 2 Minor Appearances of Gordon Thomas (Earth-616)\n']",17,2,https://vignette.wikia.nocookie.net/marveldatabase/images/6/62/Typeface.jpg/revision/latest?cb=20090515131809,Typeface,Gordon Thomas,
http://marvel.wikia.com/wiki/Graydon_Creed_(Earth-616),Male,"6' 0""",160 lbs (73 kg),"Uncanny X-Men  #299(April, 1993) (First appearance as Graydon Creed) Stryfe's Strike File  #1(January, 1993)(Mentioned)Sabretooth  #1(August, 1993)(First appearance as Tribune)","August, 1993",1993,72,160,Graydon Creed,Earth-616,Marvel,normal,"[' 57 Appearances of Graydon Creed (Earth-616)\n', ' 1 Minor Appearances of Graydon Creed (Earth-616)\n']",57,1,https://vignette.wikia.nocookie.net/marveldatabase/images/9/96/Graydon_Creed_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Book_of_the_Dead_2004_Vol_1_1_0001.jpg/revision/latest?cb=20170409175606,Graydon Creed,Graydon Creed,
http://marvel.wikia.com/wiki/H-Alpha_(Clayton)_(Earth-616),Male,"6' 1"" (as Clayton);7'8"" (as Weapon H)",160 lbs (73 kg) (as Clayton);1505 lbs (683 kg)(as Weapon H),"Totally Awesome Hulk  #21(September, 2017)","September, 2017",2017,73,160,H-Alpha (Clayton),Earth-616,Marvel,normal,"[' 15 Appearances of H-Alpha (Clayton) (Earth-616)\n', ' 2 Minor Appearances of H-Alpha (Clayton) (Earth-616)\n']",15,2,https://vignette.wikia.nocookie.net/marveldatabase/images/5/54/Weapon_H_Vol_1_1_Skan_Variant_Textless.jpg/revision/latest?cb=20171219204726,Weapon H,Clayton,
http://marvel.wikia.com/wiki/Heinz_Kruger_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Captain America Comics  #1(March, 1941) (Golden Age)Tales of Suspense  #63(March, 1965)(Silver Age)","March, 1965",1965,69,160,Heinz Kruger,Earth-616,Marvel,normal,"[' 25 Appearances of Heinz Kruger (Earth-616)\n', ' 7 Minor Appearances of Heinz Kruger (Earth-616)\n']",25,7,https://vignette.wikia.nocookie.net/marveldatabase/images/5/55/Heinz_Kruger_%28Earth-616%29.jpg/revision/latest?cb=20071207051023,Heinz Kruger,Heinz Kruger,
http://marvel.wikia.com/wiki/Henry_Mortonson_(Earth-616),Male,"6' 1""",160 lbs (73 kg),"Human Torch Comics  #30(May, 1948)","May, 1948",1948,73,160,Henry Mortonson,Earth-616,Marvel,normal,"[' 6 Appearances of Henry Mortonson (Earth-616)\n', '  Minor Appearances of Henry Mortonson (Earth-616)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/9/9c/Henry_Mortonson_%28Earth-616%29_from_Avengers_Roll_Call_Vol_1_1_0001.jpg/revision/latest?cb=20161123205224,Hyena,Henry Mortonson,
http://marvel.wikia.com/wiki/James_Jankovicz_(Earth-616),Male,"6' 0""",160 lbs (73 kg),"Marvel Mystery Comics  #28(February, 1942)","February, 1942",1942,72,160,James Jankovicz,Earth-616,Marvel,normal,"[' 27 Appearances of James Jankovicz (Earth-616)\n', '  Minor Appearances of James Jankovicz (Earth-616)\n']",27,0,https://vignette.wikia.nocookie.net/marveldatabase/images/b/b1/James_Jankovicz_%28Earth-616%29_from_Captain_America_Vol_6_1.jpg/revision/latest?cb=20120108175418,Jimmy Jupiter,James Jankovicz,
http://marvel.wikia.com/wiki/James_Owl_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Dances With Demons  #1(September, 1993)","September, 1993",1993,69,160,James Owl,Earth-616,Marvel,normal,"[' 6 Appearances of James Owl (Earth-616)\n', '  Minor Appearances of James Owl (Earth-616)\n']",6,0,https://vignette.wikia.nocookie.net/marveldatabase/images/1/1d/James_Owl_%28Earth-616%29.jpg/revision/latest?cb=20080216034823,Ghost Dancer,James Owl,
http://marvel.wikia.com/wiki/Jebediah_Fate_(Earth-616),Male,"5' 11""",160 lbs (73 kg),"Man-Thing  #13(January, 1975)","January, 1975",1975,71,160,Jebediah Fate,Earth-616,Marvel,normal,"[' 11 Appearances of Jebediah Fate (Earth-616)\n', '  Minor Appearances of Jebediah Fate (Earth-616)\n']",11,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/24/Jebediah_Fate_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_1_001.jpg/revision/latest?cb=20151130162503,Captain Fate,Jebediah Fate,
http://marvel.wikia.com/wiki/John_Doe_(Earth-8908),Male,"5' 10""",160 lbs (73 kg),"Marvel Comics Presents  #25(August, 1989)","August, 1989",1989,70,160,John Doe,Earth-8908,Marvel,normal,"[' 20 Appearances of John Doe (Earth-8908)\n', '  Minor Appearances of John Doe (Earth-8908)\n']",20,0,https://vignette.wikia.nocookie.net/marveldatabase/images/2/23/John_Doe_%28Earth-8908%29_001.jpg/revision/latest?cb=20070819015820,Nth Man,John Doe,
http://marvel.wikia.com/wiki/John_Kowalski_(Earth-616),Male,"5' 10"" (Variable)",160 lbs (73 kg) (Variable),"War Is Hell  #9(October, 1974)","October, 1974",1974,70,160,John Kowalski,Earth-616,Marvel,normal,"[' 12 Appearances of John Kowalski (Earth-616)\n', '  Minor Appearances of John Kowalski (Earth-616)\n']",12,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/63/John_Kowalski_%28Earth-616%29.jpg/revision/latest?cb=20140912200047,John Kowalski,John Kowalski,
http://marvel.wikia.com/wiki/Jonathan_Storm_(Earth-1610),Male,"5' 10""",160 lbs (73 kg),"Ultimate Fantastic Four  #1(February, 2004)","February, 2004",2004,70,160,Jonathan Storm,Earth-1610,Marvel,normal,"[' 167 Appearances of Jonathan Storm (Earth-1610)\n', ' 1 Minor Appearances of Jonathan Storm (Earth-1610)\n']",167,1,https://vignette.wikia.nocookie.net/marveldatabase/images/8/87/Ultimate_Comics_X-Men_Vol_1_2_Textless.jpg/revision/latest?cb=20110725231241,Human Torch,Jonathan Storm,
http://marvel.wikia.com/wiki/Jonathan_Storm_(Earth-20604),Male,"5' 10""",160 lbs (73 kg),"Ultimate Fantastic Four  #28(May, 2006)","May, 2006",2006,70,160,Jonathan Storm,Earth-20604,Marvel,normal,"[' 2 Appearances of Jonathan Storm (Earth-20604)\n', '  Minor Appearances of Jonathan Storm (Earth-20604)\n']",2,0,https://vignette.wikia.nocookie.net/marveldatabase/images/6/63/Jonathan_Storm_%28Earth-20604%29_from_Ultimate_Fantastic_Four_Vol_1_28_0001.jpg/revision/latest?cb=20110320062615,Johnny Storm,"Jonathan ""Johnny"" Storm",Johnny Storm
http://marvel.wikia.com/wiki/Jonathan_Storm_(Earth-TRN005),Male,"5' 10""",160 lbs (73 kg),"Ultimate Spider-Man (September 19, 2005Nintendo DS:NA September 19, 2005Gamecube:NA September 21, 2005PS2, Xbox, GBA, Windows:NA September 22, 2005All SystemsPAL October 14, 2005Mobile phone:October 2005)",2005,2005,70,160,Jonathan Storm,Earth-TRN005,Marvel,normal,"[' 1 Appearances of Jonathan Storm (Earth-TRN005)\n', '  Minor Appearances of Jonathan Storm (Earth-TRN005)\n']",1,0,https://vignette.wikia.nocookie.net/marveldatabase/images/0/0b/Jonathan_Storm_%28Earth-TRN005%29_from_Ultimate_Spider-Man_%28video_game%29_0001.jpg/revision/latest?cb=20120102230406,Human Torch,Jonathan Storm,
http://marvel.wikia.com/wiki/Joseph_Robertson_(Earth-1610),Male,"6' 0""",160 lbs (73 kg),"Ultimate Spider-Man  #6(April, 2001)","April, 2001",2001,72,160,Joseph Robertson,Earth-1610,Marvel,normal,"[' 31 Appearances of Joseph Robertson (Earth-1610)\n', '  Minor Appearances of Joseph Robertson (Earth-1610)\n']",31,0,https://vignette.wikia.nocookie.net/marveldatabase/images/e/e1/Joseph_Robertson_%28Earth-1610%29_from_Miles_Morales_Ultimate_Spider-Man_Vol_1_3_001.jpg/revision/latest?cb=20140707040152,Joseph Robertson,Joseph Robertson,
http://marvel.wikia.com/wiki/Judas_Traveller_(Earth-616),Male,"5' 10""",160 lbs (73 kg),"Web of Spider-Man  #117(October, 1994)","October, 1994",1994,70,160,Judas Traveller,Earth-616,Marvel,normal,"[' 29 Appearances of Judas Traveller (Earth-616)\n', ' 2 Minor Appearances of Judas Traveller (Earth-616)\n']",29,2,https://vignette.wikia.nocookie.net/marveldatabase/images/1/11/Judas_Traveller_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_394.png/revision/latest?cb=20141101234733,Judas Traveller,Judas Traveller,
http://marvel.wikia.com/wiki/Keith_Kraft_(Earth-616),Male,"5' 9""",160 lbs (73 kg),"Marc Spector: Moon Knight  #10(January, 1990)","January, 1990",1990,69,160,Keith Kraft,Earth-616,Marvel,normal,"[' 23 Appearances of Keith Kraft (Earth-616)\n', ' 1 Minor Appearances of Keith Kraft (Earth-616)\n']",23,1,https://vignette.wikia.nocookie.net/marveldatabase/images/d/d4/Keith_Kraft_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_9_0001.jpg/revision/latest?cb=20180211080628,Ringer,Keith Kraft,
